year,statename,lcname,candidate,sex,party,total,electors,polled,rank,overpolled,win,alliance
2001,Tamil Nadu,ACHARAPAKKAM (SC),SELVARAJ.A,M,PMK,54114,,100793,1,53.69%,1,ADMK
2001,Tamil Nadu,ACHARAPAKKAM (SC),MURUGESAN. T.DR.,M,DMK,38636,,100793,2,38.33%,0,DMK
2001,Tamil Nadu,ACHARAPAKKAM (SC),SEKAR. E.,M,MDMK,3397,,100793,3,3.37%,0,OTHERS
2001,Tamil Nadu,ACHARAPAKKAM (SC),BALARAMAN. P,M,IND,2153,,100793,4,2.14%,0,OTHERS
2001,Tamil Nadu,ACHARAPAKKAM (SC),KADIRVELU. M,M,IND,1943,,100793,5,1.93%,0,OTHERS
2001,Tamil Nadu,ACHARAPAKKAM (SC),KOTHANDAM. D,M,IND,550,,100793,6,0.55%,0,OTHERS
2001,Tamil Nadu,ALANDUR,VALARMATHI B.,F,ADMK,94554,,198701,1,47.59%,1,ADMK
2001,Tamil Nadu,ALANDUR,ERAAMA VEERAPPAN,M,MGRK,81958,,198701,2,41.25%,0,DMK
2001,Tamil Nadu,ALANDUR,LAVAKUMAR R.,M,MDMK,13440,,198701,3,6.76%,0,OTHERS
2001,Tamil Nadu,ALANDUR,RAJAPPA. B.,M,PB,2728,,198701,4,1.37%,0,OTHERS
2001,Tamil Nadu,ALANDUR,SRINIVASAN. P.N.,M,IND,1980,,198701,5,1.00%,0,OTHERS
2001,Tamil Nadu,ALANDUR,SAMPATH IYANGAR. G ,M,IND,893,,198701,6,0.45%,0,OTHERS
2001,Tamil Nadu,ALANDUR,VEERAPPAN. M.,M,IND,891,,198701,7,0.45%,0,OTHERS
2001,Tamil Nadu,ALANDUR,SIVASUBRAMANIAN. T.,M,TLK,834,,198701,8,0.42%,0,OTHERS
2001,Tamil Nadu,ALANDUR,SAMSON A.,M,NCP,803,,198701,9,0.40%,0,OTHERS
2001,Tamil Nadu,ALANDUR,ANBU. S.,M,IND,620,,198701,10,0.31%,0,OTHERS
2001,Tamil Nadu,ALANGUDI, . VENKADACHALAM.A.,M,ADMK,59631,,139735,1,42.67%,1,ADMK
2001,Tamil Nadu,ALANGUDI, . SOOSAIRAJ .S.A.,M,DMK,42900,,139735,2,30.70%,0,DMK
2001,Tamil Nadu,ALANGUDI, . PUSHPARAJ.T.,M,IND,18052,,139735,3,12.92%,0,OTHERS
2001,Tamil Nadu,ALANGUDI, . CHANDRASEKARAN DR.K,M,MDMK,11578,,139735,4,8.29%,0,OTHERS
2001,Tamil Nadu,ALANGUDI, . YOGANANTHAM.M,M,IND,5332,,139735,5,3.82%,0,OTHERS
2001,Tamil Nadu,ALANGUDI, . RAMAIAHTHONDAIMAN.K,M,IND,2242,,139735,6,1.60%,0,OTHERS
2001,Tamil Nadu,ALANGULAM,RAJENDRAN .P.G.,M,ADMK,58498,,119509,1,48.95%,1,ADMK
2001,Tamil Nadu,ALANGULAM,ALADI ARUNA,M,DMK,54387,,119509,2,45.51%,0,DMK
2001,Tamil Nadu,ALANGULAM,KRISHNASAMY .S.S,M,MDMK,3320,,119509,3,2.78%,0,OTHERS
2001,Tamil Nadu,ALANGULAM,VAIKUNTAM S.,M,IND,1561,,119509,4,1.31%,0,OTHERS
2001,Tamil Nadu,ALANGULAM,RAVI KUMAR .P.,M,IND,821,,119509,5,0.69%,0,OTHERS
2001,Tamil Nadu,ALANGULAM,MADASAMY .G,M,IND,542,,119509,6,0.45%,0,OTHERS
2001,Tamil Nadu,ALANGULAM,ARUNA.P.,F,IND,380,,119509,7,0.32%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,SAKTHIVEL MURUGAN.M.,M,ADMK,43021,,89554,1,48.04%,1,ADMK
2001,Tamil Nadu,AMBASAMUDRAM,AVUDAIAPPAN.R,M,DMK,39001,,89554,2,43.55%,0,DMK
2001,Tamil Nadu,AMBASAMUDRAM,FRANKLIN SELVARAJ,M,MDMK,3894,,89554,3,4.35%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,THANGARAJA.K.,M,IND,1655,,89554,4,1.85%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,MURUGADASAN.G,M,SP,754,,89554,5,0.84%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,.SINGANATHAM SHANMUGA THEVAR.K.P. ,M,IND,635,,89554,6,0.71%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,ARUMUGAM.S,M,IND,318,,89554,7,0.36%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,ARULMANI.A.,M,IND,151,,89554,8,0.17%,0,OTHERS
2001,Tamil Nadu,AMBASAMUDRAM,ARINARAYANAN.M,M,IND,125,,89554,9,0.14%,0,OTHERS
2001,Tamil Nadu,ANAICUT,PANDURANGAN.K,M,ADMK,61333,,109064,1,56.24%,1,ADMK
2001,Tamil Nadu,ANAICUT,MALARVIZHI.G,F,DMK,40282,,109064,2,36.93%,0,DMK
2001,Tamil Nadu,ANAICUT,BASKAR BABU.K.P,M,MDMK,2829,,109064,3,2.59%,0,OTHERS
2001,Tamil Nadu,ANAICUT,VIJAYAN.G,M,IND,2160,,109064,4,1.98%,0,OTHERS
2001,Tamil Nadu,ANAICUT,EBINESAR ALBERT BENJAMIN.S ,M,IND,878,,109064,5,0.81%,0,OTHERS
2001,Tamil Nadu,ANAICUT,PARTHEEBAN.G.P,M,IND,646,,109064,6,0.59%,0,OTHERS
2001,Tamil Nadu,ANAICUT,SIVAKUMAR.M,M,IND,519,,109064,7,0.48%,0,OTHERS
2001,Tamil Nadu,ANAICUT,KUMAR.E,M,IND,417,,109064,8,0.38%,0,OTHERS
2001,Tamil Nadu,ANDHIYUR,KRISHNAN.R,M,PMK,53436,,98269,1,54.38%,1,ADMK
2001,Tamil Nadu,ANDHIYUR,SELVARASU.P,M,DMK,35374,,98269,2,36.00%,0,DMK
2001,Tamil Nadu,ANDHIYUR,THANGAVEL .M.D,M,MDMK,3808,,98269,3,3.88%,0,OTHERS
2001,Tamil Nadu,ANDHIYUR,RAJA .M,M,IND,2167,,98269,4,2.21%,0,OTHERS
2001,Tamil Nadu,ANDHIYUR,SELLAMMAL,F,IND,1556,,98269,5,1.58%,0,OTHERS
2001,Tamil Nadu,ANDHIYUR,PONNUSAMY.G,M,IND,1083,,98269,6,1.10%,0,OTHERS
2001,Tamil Nadu,ANDHIYUR,GURUSAMY.V,M,MNK(PLP),466,,98269,7,0.47%,0,OTHERS
2001,Tamil Nadu,ANDHIYUR,SHANMUGAM .G,M,IND,379,,98269,8,0.39%,0,OTHERS
2001,Tamil Nadu,ANDIMADAM,GURU ALIAS GURUNATHAN J.,M,PMK,66576,,112066,1,59.41%,1,ADMK
2001,Tamil Nadu,ANDIMADAM,GNANAMOORTHY M.,M,DMK,39574,,112066,2,35.31%,0,DMK
2001,Tamil Nadu,ANDIMADAM,VEERAPANDIYAN R.,M,MDMK,2869,,112066,3,2.56%,0,OTHERS
2001,Tamil Nadu,ANDIMADAM,BALAKRISHNAN .D.,M,IND,1651,,112066,4,1.47%,0,OTHERS
2001,Tamil Nadu,ANDIMADAM,SEKAR .K,M,BSP,956,,112066,5,0.85%,0,OTHERS
2001,Tamil Nadu,ANDIMADAM,SUBRAMANIAN .P.,M,IND,440,,112066,6,0.39%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,THANGA TAMIL SELVAN ,M,ADMK,60817,,113080,1,53.78%,1,ADMK
2001,Tamil Nadu,ANDIPATTI,AASIYAN.P,M,DMK,35808,,113080,2,31.67%,0,DMK
2001,Tamil Nadu,ANDIPATTI,VARATHARAJAN.T.R.M,M,MDMK,13783,,113080,3,12.19%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,JAYARASU.S,M,IND,1048,,113080,4,0.93%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,MOOVENTHAN.A,M,IND,405,,113080,5,0.36%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,ELAMBIRAI.G,M,IND,395,,113080,6,0.35%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,MUTHUVEL.S,M,IND,245,,113080,7,0.22%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,DURAICHAMY.S,M,IND,207,,113080,8,0.18%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,MAHARAJAN.A,M,IND,189,,113080,9,0.17%,0,OTHERS
2001,Tamil Nadu,ANDIPATTI,CHINNAKKALAI. R,M,IND,183,,113080,10,0.16%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,ARCOT VEERASWAMI .N,M,DMK,77353,,160469,1,48.20%,1,DMK
2001,Tamil Nadu,ANNA NAGAR,ARUMUGAM.C,M,PMK,71775,,160469,2,44.73%,0,ADMK
2001,Tamil Nadu,ANNA NAGAR,APPANDURAI.C,M,MDMK,6708,,160469,3,4.18%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,KUMARAN.M,M,NCP,854,,160469,4,0.53%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,ASHOK N.S.D,M,SP,687,,160469,5,0.43%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,MOHAMMED ALI.S,M,IND,646,,160469,6,0.40%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,ACHUTHAIAH.A,M,IND,563,,160469,7,0.35%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,AHAMED. A.R,M,IND,506,,160469,8,0.32%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,BUPAL. R,M,IND,338,,160469,9,0.21%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,THAMILSELVI.K,F,IND,338,,160469,9,0.21%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,SIVAKUMAR.S.S,M,IND,283,,160469,11,0.18%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,BASHEER BASHA.R,M,IND,228,,160469,12,0.14%,0,OTHERS
2001,Tamil Nadu,ANNA NAGAR,RAVICHANDRAN.K,M,IND,190,,160469,13,0.12%,0,OTHERS
2001,Tamil Nadu,ARANTANGI,ARASAN P.,M,MADMK,58499,,127204,1,45.99%,1,DMK
2001,Tamil Nadu,ARANTANGI,CHANDRASEKARAN. A,M,INC,38481,,127204,2,30.25%,0,ADMK
2001,Tamil Nadu,ARANTANGI,MOHAMED ALI JINNAH O.S.M,M,IND,16620,,127204,3,13.07%,0,OTHERS
2001,Tamil Nadu,ARANTANGI,MAHENDRAN.R,M,MDMK,8483,,127204,4,6.67%,0,OTHERS
2001,Tamil Nadu,ARANTANGI,RAMU E,M,IND,1859,,127204,5,1.46%,0,OTHERS
2001,Tamil Nadu,ARANTANGI,AROCKIASAMY U.S.,M,IND,1250,,127204,6,0.98%,0,OTHERS
2001,Tamil Nadu,ARANTANGI,RAMASMY. M,M,IND,1052,,127204,7,0.83%,0,OTHERS
2001,Tamil Nadu,ARANTANGI,CHELLIAH DEVAR.C,M,IND,960,,127204,8,0.75%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . LIYAUDEEN SAIT E.A,M,ADMK,51535,,107301,1,48.03%,1,ADMK
2001,Tamil Nadu,ARAVAKURICHI, . LAKSHMI DURAISAMY TMT.,F,DMK,33209,,107301,2,30.95%,0,DMK
2001,Tamil Nadu,ARAVAKURICHI, . MONJANUR RAMASAMY P,M,MDMK,16954,,107301,3,15.80%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . AMUTHAKUMAR V,M,IND,2054,,107301,4,1.91%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . SHEIK ABDUL KADHAR M.S.,M,IND,1160,,107301,5,1.08%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . GANESAN K,M,IND,722,,107301,6,0.67%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . SASIKUMAR M,M,IND,707,,107301,7,0.66%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . POUNKODI L,F,IND,565,,107301,8,0.53%,0,OTHERS
2001,Tamil Nadu,ARAVAKURICHI, . KARUPPUSAMY T P,M,IND,395,,107301,9,0.37%,0,OTHERS
2001,Tamil Nadu,ARCOT,NEELAKANDAN P,M,ADMK,61474,,110974,1,55.39%,1,ADMK
2001,Tamil Nadu,ARCOT,SUNDARAMOORTHY A.K.,M,DMK,43767,,110974,2,39.44%,0,DMK
2001,Tamil Nadu,ARCOT,VETRIVEERAN K.S.,M,MDMK,3058,,110974,3,2.76%,0,OTHERS
2001,Tamil Nadu,ARCOT,MUNUSAMY C,M,LJNSP,2675,,110974,4,2.41%,0,OTHERS
2001,Tamil Nadu,ARIYALUR,ELAVAZHAGAN. P.,M,ADMK,52676,,128384,1,41.03%,1,ADMK
2001,Tamil Nadu,ARIYALUR,KATHIRAVAN. T.A.,M,DMK,42297,,128384,2,32.95%,0,DMK
2001,Tamil Nadu,ARIYALUR,PUNNYAMOORTHY. D.,M,IND,20399,,128384,3,15.89%,0,OTHERS
2001,Tamil Nadu,ARIYALUR,CHINNAPPA. K.,M,MDMK,10121,,128384,4,7.88%,0,OTHERS
2001,Tamil Nadu,ARIYALUR,MAHESHKUMARAN. N.,M,IND,2891,,128384,5,2.25%,0,OTHERS
2001,Tamil Nadu,ARKONAM (SC),BHAVANI KARUNAKARAN .K,F,ADMK,67034,,121690,1,55.09%,1,ADMK
2001,Tamil Nadu,ARKONAM (SC),RAVISHANKAR R.,M,DMK,46778,,121690,2,38.44%,0,DMK
2001,Tamil Nadu,ARKONAM (SC),RAMANI PERUMAL TMT ,F,MDMK,3530,,121690,3,2.90%,0,OTHERS
2001,Tamil Nadu,ARKONAM (SC),VASU E.,M,IND,1729,,121690,4,1.42%,0,OTHERS
2001,Tamil Nadu,ARKONAM (SC),ARUNKUMAR S,M,RPI,1634,,121690,5,1.34%,0,OTHERS
2001,Tamil Nadu,ARKONAM (SC),RAVIKUMAR P,M,PB,985,,121690,6,0.81%,0,OTHERS
2001,Tamil Nadu,ARNI,RAMACHANDRAN.K.,M,ADMK,66371,,130201,1,50.98%,1,ADMK
2001,Tamil Nadu,ARNI,SHANMUGAM A.C.,M,PNK,52889,,130201,2,40.62%,0,DMK
2001,Tamil Nadu,ARNI,RAJENDIRAN.P.,M,IND,4639,,130201,3,3.56%,0,OTHERS
2001,Tamil Nadu,ARNI,RAJA .D.,M,MDMK,4540,,130201,4,3.49%,0,OTHERS
2001,Tamil Nadu,ARNI,UMAPATHY .A.C.R.,M,IND,1762,,130201,5,1.35%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,SIVASAMY K.K.,M,ADMK,49307,,107026,1,46.07%,1,ADMK
2001,Tamil Nadu,ARUPPUKOTTAI,THANGAM THENNARASU,M,DMK,43155,,107026,2,40.32%,0,DMK
2001,Tamil Nadu,ARUPPUKOTTAI,SHANMUGA SUNDARAM R.M.,M,MDMK,10558,,107026,3,9.86%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,VENKATESAN A,M,IND,960,,107026,4,0.90%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,RAJAGOPALAN R,M,IND,822,,107026,5,0.77%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,REGUNATHAN C,M,IND,775,,107026,6,0.72%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,MURUGAN S,M,IND,622,,107026,7,0.58%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,MURUGAN R,M,IND,255,,107026,8,0.24%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,SHANMUGAVEL K,M,IND,162,,107026,9,0.15%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,PERIASAMY A,M,IND,157,,107026,10,0.15%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,SUBRAMANIAN R,M,IND,141,,107026,11,0.13%,0,OTHERS
2001,Tamil Nadu,ARUPPUKOTTAI,NALLAL U,M,IND,112,,107026,12,0.10%,0,OTHERS
2001,Tamil Nadu,ATHOOR,NATARAJAAN. P.K.T.,M,ADMK,64053,,130384,1,49.13%,1,ADMK
2001,Tamil Nadu,ATHOOR,PERIASAMY. I,M,DMK,60447,,130384,2,46.36%,0,DMK
2001,Tamil Nadu,ATHOOR,JEYARAJ.C.,M,MDMK,2570,,130384,3,1.97%,0,OTHERS
2001,Tamil Nadu,ATHOOR,MATHIALAGAN . A.,M,IND,1791,,130384,4,1.37%,0,OTHERS
2001,Tamil Nadu,ATHOOR,THAMPIDURAI . M. ,M,IND,711,,130384,5,0.55%,0,OTHERS
2001,Tamil Nadu,ATHOOR,DAVID JEYAPRAKASH.A.,M,IND,277,,130384,6,0.21%,0,OTHERS
2001,Tamil Nadu,ATHOOR,SINGARAVELAN .P.V.,M,IND,270,,130384,7,0.21%,0,OTHERS
2001,Tamil Nadu,ATHOOR,KRISHNASAMY. V.,M,IND,265,,130384,8,0.20%,0,OTHERS
2001,Tamil Nadu,ATTUR,MURUGESAN.A.K.,M,ADMK,64936,,112244,1,57.85%,1,ADMK
2001,Tamil Nadu,ATTUR,KARUNANIDHI .MU.RA.,M,DMK,40191,,112244,2,35.81%,0,DMK
2001,Tamil Nadu,ATTUR,RAVIKUMAR.P,M,IND,1893,,112244,3,1.69%,0,OTHERS
2001,Tamil Nadu,ATTUR,GOPALRAJ .V,M,MDMK,1407,,112244,4,1.25%,0,OTHERS
2001,Tamil Nadu,ATTUR,ANGAMUTHU.V.,M,IND,1290,,112244,5,1.15%,0,OTHERS
2001,Tamil Nadu,ATTUR,NATARAJAN.K,M,IND,1033,,112244,6,0.92%,0,OTHERS
2001,Tamil Nadu,ATTUR,MURUGESAN.K,M,IND,463,,112244,7,0.41%,0,OTHERS
2001,Tamil Nadu,ATTUR,THANGAVEL.V.,M,IND,412,,112244,8,0.37%,0,OTHERS
2001,Tamil Nadu,ATTUR,ANNADURAI.N,M,IND,258,,112244,9,0.23%,0,OTHERS
2001,Tamil Nadu,ATTUR,ALAGUVEL.S,M,IND,217,,112244,10,0.19%,0,OTHERS
2001,Tamil Nadu,ATTUR,ANNAMALAI.A,M,IND,144,,112244,11,0.13%,0,OTHERS
2001,Tamil Nadu,AVANASHI,MAHALINGAM.S.,M,ADMK,59571,,123579,1,48.20%,1,ADMK
2001,Tamil Nadu,AVANASHI,M.MOHANKUMAR,M,IND,38559,,123579,2,31.20%,0,OTHERS
2001,Tamil Nadu,AVANASHI,RADHAMANI THIRUMATHI,F,DMK,17126,,123579,3,13.86%,0,DMK
2001,Tamil Nadu,AVANASHI,R. ANNA NAMBI ,M,MDMK,4052,,123579,4,3.28%,0,OTHERS
2001,Tamil Nadu,AVANASHI,RAJENDRAN. P.,M,IND,2597,,123579,5,2.10%,0,OTHERS
2001,Tamil Nadu,AVANASHI,M.P. SENGOTTAIAN,M,IND,1674,,123579,6,1.35%,0,OTHERS
2001,Tamil Nadu,BARGUR,THAMBIDURAI.M,M,ADMK,82039,,123716,1,66.31%,1,ADMK
2001,Tamil Nadu,BARGUR,SUGAVANAM.E.G,M,DMK,32733,,123716,2,26.46%,0,DMK
2001,Tamil Nadu,BARGUR,GUNASEKARAN.PON,M,MDMK,3476,,123716,3,2.81%,0,OTHERS
2001,Tamil Nadu,BARGUR,ELANGO.S,M,IND,3047,,123716,4,2.46%,0,OTHERS
2001,Tamil Nadu,BARGUR,CHENNAYAN ALIAS CHENRAYAN.RA ,M,IND,1459,,123716,5,1.18%,0,OTHERS
2001,Tamil Nadu,BARGUR,GOVINDARAJI.R,M,IND,962,,123716,6,0.78%,0,OTHERS
2001,Tamil Nadu,BHAVANI,KARUPPANNAN. K.C.,M,ADMK,64405,,110671,1,58.20%,1,ADMK
2001,Tamil Nadu,BHAVANI,SUDHANANDHEN.J.,M,PNK,31546,,110671,2,28.50%,0,DMK
2001,Tamil Nadu,BHAVANI,THIYAGARAJAN. S.K.,M,MDMK,8921,,110671,3,8.06%,0,OTHERS
2001,Tamil Nadu,BHAVANI,VELMURUGAN.V.N.,M,IND,2305,,110671,4,2.08%,0,OTHERS
2001,Tamil Nadu,BHAVANI,KARUPPUSAMY.M.,M,IND,1159,,110671,5,1.05%,0,OTHERS
2001,Tamil Nadu,BHAVANI,ARUMUGHAM. C.M.,M,JD(S),825,,110671,6,0.75%,0,OTHERS
2001,Tamil Nadu,BHAVANI,PERUMAL.V.M.,M,IND,595,,110671,7,0.54%,0,OTHERS
2001,Tamil Nadu,BHAVANI,PARAMASIVAM.S. L.,M,IND,534,,110671,8,0.48%,0,OTHERS
2001,Tamil Nadu,BHAVANI,PALANI.M.,M,IND,381,,110671,9,0.34%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,CHITHAMBARAM. P.,M,ADMK,53879,,113036,1,47.67%,1,ADMK
2001,Tamil Nadu,BHAVANISAGAR,SUBRAMANIAM. O.,M,DMK,43604,,113036,2,38.58%,0,DMK
2001,Tamil Nadu,BHAVANISAGAR,SAKTHIVEL.R.,M,IND,5326,,113036,3,4.71%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,BALASUBRAMANIAN.S,M,MDMK,3086,,113036,4,2.73%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,MUTHUSAMI.K.S,M,IND,2845,,113036,5,2.52%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,SHANMUGASUNDARAM.P,M,IND,2563,,113036,6,2.27%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,BATHRAN ALAIS PURATCHI BATHRAN. V,M,IND,994,,113036,7,0.88%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,KARUPPUASAMY .R.,M,IND,402,,113036,8,0.36%,0,OTHERS
2001,Tamil Nadu,BHAVANISAGAR,ANANTHAN. K.,M,IND,337,,113036,9,0.30%,0,OTHERS
2001,Tamil Nadu,BHUVANAGIRI,ARUL .P.S,M,IND,49753,,110930,1,44.85%,1,ADMK
