year,statename,lcname,candidate,sex,age,category,party,total,electors,polled,rank,win,alliance
2006,Tamil Nadu,Royapuram,"JAYAKUMAR,D.",M,45,GEN,AIADMK,50647,,95090,1,1,AIADMK
2006,Tamil Nadu,Royapuram,"SARKUNAPANDIAN, S P.",F,65,GEN,DMK,37144,,95090,2,0,DMK
2006,Tamil Nadu,Royapuram,ROYAPURAM V BABU,M,49,GEN,DMDK,5033,,95090,3,0,OTHERS
2006,Tamil Nadu,Royapuram,"KUMAR, V.C.",M,42,GEN,BJP,735,,95090,4,0,OTHERS
2006,Tamil Nadu,Royapuram,"SREENIVASULU, J.",M,40,GEN,BSP,425,,95090,5,0,OTHERS
2006,Tamil Nadu,Royapuram,"ALEXANDER, G.",M,43,GEN,LJP,332,,95090,6,0,OTHERS
2006,Tamil Nadu,Royapuram,"SORNARAJ, N.",M,41,GEN,IND,266,,95090,7,0,OTHERS
2006,Tamil Nadu,Royapuram,"ARIVUNITHI, K.",M,30,GEN,IND,187,,95090,8,0,OTHERS
2006,Tamil Nadu,Royapuram,SARAVANAN P.V.,M,30,GEN,IND,116,,95090,9,0,OTHERS
2006,Tamil Nadu,Royapuram,"SELVARAJ, M.",M,41,GEN,IND,91,,95090,10,0,OTHERS
2006,Tamil Nadu,Royapuram,"ANBARASU, V.",M,26,GEN,IND,70,,95090,11,0,OTHERS
2006,Tamil Nadu,Royapuram,"SUDHAKAR, R.",M,30,GEN,IND,44,,95090,12,0,OTHERS
2006,Tamil Nadu,Harbour,"ANBAZHAGAN, K.",M,83,GEN,DMK,26545,,60005,1,1,DMK
2006,Tamil Nadu,Harbour,"SEEMA BASHEER, H.",M,49,GEN,MDMK,26135,,60005,2,0,AIADMK
2006,Tamil Nadu,Harbour,CHANDRA PRAKASAM C,M,55,GEN,DMDK,4781,,60005,3,0,OTHERS
2006,Tamil Nadu,Harbour,"VAITHIALINGAM, V.",M,57,GEN,BJP,1896,,60005,4,0,OTHERS
2006,Tamil Nadu,Harbour,"VINOBA GANDHI, C.H.",M,43,GEN,IND,248,,60005,5,0,OTHERS
2006,Tamil Nadu,Harbour,"MUNUSAMY, P.",M,34,GEN,IND,112,,60005,6,0,OTHERS
2006,Tamil Nadu,Harbour,MOHAMMED ASKAR,M,34,GEN,IND,103,,60005,7,0,OTHERS
2006,Tamil Nadu,Harbour,"SAKTHIVEL, K.",M,28,GEN,IND,80,,60005,8,0,OTHERS
2006,Tamil Nadu,Harbour,"INDRAKUMAR, S.",M,30,GEN,IND,65,,60005,9,0,OTHERS
2006,Tamil Nadu,Harbour,MOHAMED JAGUBAR,M,44,GEN,IND,40,,60005,10,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"SEKAR BABU, P.K.",M,43,GEN,AIADMK,84462,,167730,1,1,AIADMK
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"MANOHAR, R.",M,39,GEN,INC,66399,,167730,2,0,DMK
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"MOHAMED JAN, P.",M,33,GEN,DMDK,11716,,167730,3,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"PREM ANANTH, K.P.",M,45,GEN,BJP,1858,,167730,4,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"RAJENDRAN, K.",M,44,GEN,IND,1030,,167730,5,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"SASIKUMAR, S.",M,30,GEN,IND,574,,167730,6,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"GANGADURAI, G.",M,37,GEN,JJ,480,,167730,7,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"MANOHARAN, S.",M,52,GEN,IND,354,,167730,8,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"MARIMUTHU, E.",M,51,GEN,IND,269,,167730,9,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"MARIMUTHU, P.",M,50,GEN,IND,168,,167730,10,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"KAJA MOHIDEEN, S.",M,42,GEN,IND,167,,167730,11,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"DURAIVELU, T.",M,44,GEN,IND,166,,167730,12,0,OTHERS
2006,Tamil Nadu,Dr. Radhakrishnan Nagar,"SANTHOSH KUMAR, S.",M,31,GEN,IND,87,,167730,13,0,OTHERS
2006,Tamil Nadu,Park Town,"SRINIVASAN, K.",M,41,GEN,AIADMK,34314,,72915,1,1,AIADMK
2006,Tamil Nadu,Park Town,RAHMANKHAN A.,M,62,GEN,DMK,27957,,72915,2,0,DMK
2006,Tamil Nadu,Park Town,"BALASUBRAMANIAN, K.",M,25,GEN,DMDK,5300,,72915,3,0,OTHERS
2006,Tamil Nadu,Park Town,"KANTILAL, C.",M,47,GEN,BJP,3621,,72915,4,0,OTHERS
2006,Tamil Nadu,Park Town,"HARIKRISHNAN, S.",M,35,GEN,BSP,446,,72915,5,0,OTHERS
2006,Tamil Nadu,Park Town,"SRINIVASAMOORTHY, C.R.",M,43,GEN,TNJC,278,,72915,6,0,OTHERS
2006,Tamil Nadu,Park Town,"VENKATESAN, P.",M,37,GEN,IND,237,,72915,7,0,OTHERS
2006,Tamil Nadu,Park Town,"VIJAYARAGAVAN, M.",M,41,GEN,IND,141,,72915,8,0,OTHERS
2006,Tamil Nadu,Park Town,"PANNEERSELVAM, C.",M,41,GEN,IND,129,,72915,9,0,OTHERS
2006,Tamil Nadu,Park Town,"NAGARAJAN, R.R.",M,34,GEN,IND,117,,72915,10,0,OTHERS
2006,Tamil Nadu,Park Town,"YUVAKUMAR, P.N.",M,32,GEN,IND,85,,72915,11,0,OTHERS
2006,Tamil Nadu,Park Town,"KARUNAKARAN, D.",M,34,GEN,IND,84,,72915,12,0,OTHERS
2006,Tamil Nadu,Park Town,"SRINIVASAN, K.P.",M,36,GEN,IND,82,,72915,13,0,OTHERS
2006,Tamil Nadu,Park Town,DURAI N.P.,M,40,GEN,IND,78,,72915,14,0,OTHERS
2006,Tamil Nadu,Park Town,"SENTHILKUMARAN, S.",M,26,GEN,IND,46,,72915,15,0,OTHERS
2006,Tamil Nadu,Perambur,"MAHENDRAN, K.",M,39,SC,CPI(M),81765,,182379,1,1,DMK
2006,Tamil Nadu,Perambur,"MANIMARAN, P.",M,41,SC,MDMK,78977,,182379,2,0,AIADMK
2006,Tamil Nadu,Perambur,"LINGAM, J.",M,35,SC,DMDK,15881,,182379,3,0,OTHERS
2006,Tamil Nadu,Perambur,"PERUMAL, V.",M,33,SC,BSP,1449,,182379,4,0,OTHERS
2006,Tamil Nadu,Perambur,"VISWANATHAN KAKKAN, P.",M,68,SC,JP,952,,182379,5,0,OTHERS
2006,Tamil Nadu,Perambur,"JEENAPRIYA, I.",F,29,SC,SP,677,,182379,6,0,OTHERS
2006,Tamil Nadu,Perambur,"RAVICHANDRAN, D.",M,37,SC,IND,662,,182379,7,0,OTHERS
2006,Tamil Nadu,Perambur,"PURUSHOTHAMAN, S.",M,36,SC,IND,584,,182379,8,0,OTHERS
2006,Tamil Nadu,Perambur,"MURTHY, G.",M,54,SC,IND,474,,182379,9,0,OTHERS
2006,Tamil Nadu,Perambur,DEIVA. SWARUP CHANDRAN,M,59,SC,IND,412,,182379,10,0,OTHERS
2006,Tamil Nadu,Perambur,"BASKAR, E.",M,38,SC,IND,225,,182379,11,0,OTHERS
2006,Tamil Nadu,Perambur,"KOTEESWARAN, MUNU.",M,33,SC,IND,165,,182379,12,0,OTHERS
2006,Tamil Nadu,Perambur,SAMYDOSS,M,39,SC,IND,156,,182379,13,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"BABU, V.S.",M,55,GEN,DMK,90168,,191680,1,1,DMK
2006,Tamil Nadu,Purasawalkam,VENKATESHBABU,M,46,GEN,AIADMK,82783,,191680,2,0,AIADMK
2006,Tamil Nadu,Purasawalkam,JACQUELENE GOMEZ,F,29,GEN,DMDK,12691,,191680,3,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"ELUMALAI, V.",M,43,GEN,BJP,2019,,191680,4,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"KAMALAAKANNAN, J.",M,57,GEN,SP,769,,191680,5,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"RAJA, K.",M,32,GEN,IND,603,,191680,6,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"PRATHABAN, S.",M,41,GEN,IND,552,,191680,7,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"VENKATESAN, G.",M,54,GEN,IND,408,,191680,8,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"BALACHANDAR, V.G.",M,47,GEN,IND,348,,191680,9,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"SATHIYASEELAN, N.",M,58,GEN,IND,184,,191680,10,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"BABU, M.R.S.",M,49,GEN,IND,161,,191680,11,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"VASANTHA KUMARI, A.",F,36,GEN,LJP,147,,191680,12,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"SENTHIL VADIVELAN, S.P.",M,31,GEN,IND,139,,191680,13,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"BASKAR, B.",M,29,GEN,IND,137,,191680,14,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"SATHISH KUMAR, V.",M,40,GEN,IND,128,,191680,15,0,OTHERS
2006,Tamil Nadu,Purasawalkam,GIRIJA,F,49,GEN,TNJC,121,,191680,16,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"AYYAVOO, V.",M,50,GEN,IND,101,,191680,17,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"SUGUMAR, P.",M,44,GEN,IND,77,,191680,18,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"KUMARAN, K.",M,35,GEN,IND,72,,191680,19,0,OTHERS
2006,Tamil Nadu,Purasawalkam,"GOPI, K.",M,52,GEN,IND,72,,191680,20,0,OTHERS
2006,Tamil Nadu,Egmore,PARITHI ELLAMVAZHUTHI,M,46,SC,DMK,38455,,79326,1,1,DMK
2006,Tamil Nadu,Egmore,"SATHYA, C.E.",M,42,SC,MDMK,31975,,79326,2,0,AIADMK
2006,Tamil Nadu,Egmore,"ETHIRAJ, V.",M,39,SC,DMDK,6031,,79326,3,0,OTHERS
2006,Tamil Nadu,Egmore,SRIRANGAN ALIAS SRIRANGAN PRAKASH,M,43,SC,BJP,1559,,79326,4,0,OTHERS
2006,Tamil Nadu,Egmore,"ARUNKUMAR, S.",M,47,SC,BSP,376,,79326,5,0,OTHERS
2006,Tamil Nadu,Egmore,"VALLUVAN, A.",M,46,SC,IND,208,,79326,6,0,OTHERS
2006,Tamil Nadu,Egmore,ELAMBARETHY,M,40,SC,IND,167,,79326,7,0,OTHERS
2006,Tamil Nadu,Egmore,"SIVAKUMAR, V.",M,42,SC,IND,136,,79326,8,0,OTHERS
2006,Tamil Nadu,Egmore,"GANGADURAI, S.P.",M,46,SC,IND,114,,79326,9,0,OTHERS
2006,Tamil Nadu,Egmore,"SELVARAJ, P.",M,63,SC,LJP,102,,79326,10,0,OTHERS
2006,Tamil Nadu,Egmore,"CHANDRAN, M.",M,45,SC,IND,81,,79326,11,0,OTHERS
2006,Tamil Nadu,Egmore,"SASIKUMAR, M.",M,31,SC,IND,63,,79326,12,0,OTHERS
2006,Tamil Nadu,Egmore,"GOPAL, K.",M,48,SC,IND,59,,79326,13,0,OTHERS
2006,Tamil Nadu,Anna Nagar,ARCOT VEERASAMY,M,68,GEN,DMK,100099,,216659,1,1,DMK
2006,Tamil Nadu,Anna Nagar,VIJAYA THAYANBAN,F,56,GEN,MDMK,87709,,216659,2,0,AIADMK
2006,Tamil Nadu,Anna Nagar,"RAJAMANY, K.",M,56,GEN,LKPT,11665,,216659,3,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"HANDE, H.V.",M,78,GEN,BJP,7897,,216659,4,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"SENTHAMARAI KANNAN, K.",M,41,GEN,DMDK,6594,,216659,5,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"LOGANATHAN, V.",M,34,GEN,IND,683,,216659,6,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"BALAKRISHNAN, B.",M,55,GEN,IND,443,,216659,7,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"NAGU, A.",M,41,GEN,IND,422,,216659,8,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"PREMA, V.",F,38,GEN,IND,323,,216659,9,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"HARI, T.",M,41,GEN,IND,312,,216659,10,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"SIVARAMAN, S.",M,60,GEN,IND,166,,216659,11,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"SUGUMARAN, M.",M,35,GEN,IND,163,,216659,12,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"NANMARAN, V.",M,35,GEN,IND,103,,216659,13,0,OTHERS
2006,Tamil Nadu,Anna Nagar,"SENTHIL MURUGAN, S.",M,31,GEN,IND,80,,216659,14,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"KALAIRAJAN, V.P.",M,44,GEN,AIADMK,74131,,152632,1,1,AIADMK
2006,Tamil Nadu,Theagaraya Nagar,"ANBAZHAGAN, J.",M,48,GEN,DMK,57654,,152632,2,0,DMK
2006,Tamil Nadu,Theagaraya Nagar,"PANDIAN, T.",M,29,GEN,DMDK,8824,,152632,3,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"ARVIND, S",M,31,GEN,LKPT,6323,,152632,4,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,MUKTHA V. SRINIVASAN,M,77,GEN,BJP,4235,,152632,5,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"VISWANATHAN, T.",M,51,GEN,IND,402,,152632,6,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"RAJENDRA PRASAD, S.",M,27,GEN,BSP,200,,152632,7,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"RAJAN, R.",M,36,GEN,IND,181,,152632,8,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"ANBAZHAGAN, J.",M,29,GEN,IND,161,,152632,9,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"DEVENDRAN, M.",M,61,GEN,SP,159,,152632,10,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"HASAN FAIZAL, L.S.M.",M,29,GEN,IND,76,,152632,11,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"NATARAJAN, V.",M,61,GEN,IND,70,,152632,12,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"APPU VIMAL, J.",M,26,GEN,IND,63,,152632,13,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"MAHALINGAM, J.S.",M,45,GEN,IND,59,,152632,14,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"PANDURANGAN, D.V.",M,57,GEN,IND,53,,152632,15,0,OTHERS
2006,Tamil Nadu,Theagaraya Nagar,"DHANDAPANI, V.M.",M,51,GEN,IND,41,,152632,16,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"STALIN, M.K.",M,53,GEN,DMK,49817,,108291,1,1,DMK
2006,Tamil Nadu,Thousand Lights,ADHIRAJARAM,M,48,GEN,AIADMK,47349,,108291,2,0,AIADMK
2006,Tamil Nadu,Thousand Lights,"THALAPATHY, M.",M,30,GEN,DMDK,5545,,108291,3,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"SHRI ISHRAYEL MAHESWAR, A.",M,31,GEN,LKPT,2459,,108291,4,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"SHIVALINGAM, M.",M,42,GEN,BJP,1305,,108291,5,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"PARBAN, D.",M,36,GEN,IND,388,,108291,6,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"SURESH, D.",M,34,GEN,IND,233,,108291,7,0,OTHERS
2006,Tamil Nadu,Thousand Lights,PARTHASARATHY,M,48,GEN,IND,228,,108291,8,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"MAHALINGAM, S.",M,38,GEN,IND,183,,108291,9,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"JAYAKUMAR, T.",M,36,GEN,IND,100,,108291,10,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"NEELAN, G.",M,46,GEN,IND,90,,108291,11,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"DEVARAJAN, G.",M,43,GEN,IND,67,,108291,12,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"KRISHNARAJA, G.",M,39,GEN,IND,63,,108291,13,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"BHAGAVATHI, M.",M,25,GEN,IND,62,,108291,14,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"SELVARAJ, K.",M,56,GEN,IND,51,,108291,15,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"PRABU, T.",M,25,GEN,IND,48,,108291,16,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"MANI, D.",M,39,GEN,IND,45,,108291,17,0,OTHERS
2006,Tamil Nadu,Thousand Lights,MD.  HASHIM,M,46,GEN,IND,40,,108291,18,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"RAJKAMAL, V.",M,36,GEN,IND,37,,108291,19,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"CHANDRASEKARAN, P.",M,60,GEN,IND,34,,108291,20,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"GOVINDARAJAN, A.",M,45,GEN,IND,32,,108291,21,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"GUNASEKARAN, R.",M,51,GEN,IND,25,,108291,22,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"THIRUMARAN, C.",M,38,GEN,IND,24,,108291,23,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"RAJKUMAR, S.",M,33,GEN,IND,23,,108291,24,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"MADHAVAN, R.",M,51,GEN,IND,22,,108291,25,0,OTHERS
2006,Tamil Nadu,Thousand Lights,"MURTHY, P.",M,36,GEN,IND,21,,108291,26,0,OTHERS
2006,Tamil Nadu,Chepauk,"KARUNANIDHI, M.",M,82,GEN,DMK,34188,,67082,1,1,DMK
2006,Tamil Nadu,Chepauk,DAWOON MIAKHAN,M,32,GEN,IND,25662,,67082,2,0,OTHERS
2006,Tamil Nadu,Chepauk,"NARAYANASAMY, B.",M,33,GEN,DMDK,3681,,67082,3,0,OTHERS
2006,Tamil Nadu,Chepauk,"SIVANESAN, R.N.",M,54,GEN,BJP,1124,,67082,4,0,OTHERS
2006,Tamil Nadu,Chepauk,ELANTHIRUMARAN,M,38,GEN,LKPT,669,,67082,5,0,OTHERS
2006,Tamil Nadu,Chepauk,"MOHAMED MEERA, A.",M,36,GEN,IND,349,,67082,6,0,OTHERS
2006,Tamil Nadu,Chepauk,MIA KHAN,M,81,GEN,IND,272,,67082,7,0,OTHERS
2006,Tamil Nadu,Chepauk,"SUBRAMANI, N.",M,35,GEN,IND,238,,67082,8,0,OTHERS
2006,Tamil Nadu,Chepauk,"KARUNANIDHI, M.",M,42,GEN,IND,223,,67082,9,0,OTHERS
2006,Tamil Nadu,Chepauk,"DALIT KUDIMAHAN T.D.K. ALIAS DAYA KRISHNAMURTHY, T.",M,36,GEN,BSP,105,,67082,10,0,OTHERS
2006,Tamil Nadu,Chepauk,SAI GANESH,M,36,GEN,IND,102,,67082,11,0,OTHERS
2006,Tamil Nadu,Chepauk,"PADMARAJAN, DR. K.",M,45,GEN,IND,91,,67082,12,0,OTHERS
2006,Tamil Nadu,Chepauk,"JAFFAR ALI, A",M,43,GEN,IND,88,,67082,13,0,OTHERS
2006,Tamil Nadu,Chepauk,"BALAJI VENKATESWARAN, G.",M,43,GEN,IND,69,,67082,14,0,OTHERS
2006,Tamil Nadu,Chepauk,"BALAJI, B.",M,37,GEN,RLD,51,,67082,15,0,OTHERS
2006,Tamil Nadu,Chepauk,RAGHURAMAN,M,46,GEN,IND,44,,67082,16,0,OTHERS
2006,Tamil Nadu,Chepauk,"AMEEDIUS, G.",M,42,GEN,IND,35,,67082,17,0,OTHERS
2006,Tamil Nadu,Chepauk,"SATHYAVELU, M.",M,34,GEN,IND,34,,67082,18,0,OTHERS
2006,Tamil Nadu,Chepauk,"VENUGOPAL, D.V.",M,33,GEN,IND,30,,67082,19,0,OTHERS
2006,Tamil Nadu,Chepauk,"SUBBIAH, J.",M,32,GEN,IND,27,,67082,20,0,OTHERS
2006,Tamil Nadu,Triplicane,BADER SAYEED,F,59,GEN,AIADMK,40404,,85504,1,1,AIADMK
2006,Tamil Nadu,Triplicane,"NAGANATHAN, M.",M,58,GEN,DMK,37628,,85504,2,0,DMK
2006,Tamil Nadu,Triplicane,"SHIVAKUMAR, K.",M,34,GEN,DMDK,4834,,85504,3,0,OTHERS
2006,Tamil Nadu,Triplicane,"SATHISH KUMAR, S.",M,37,GEN,BJP,1631,,85504,4,0,OTHERS
2006,Tamil Nadu,Triplicane,"VIVEKANANDAN, R.",M,25,GEN,IND,319,,85504,5,0,OTHERS
2006,Tamil Nadu,Triplicane,"SARAVANAN, K.",M,36,GEN,BSP,181,,85504,6,0,OTHERS
2006,Tamil Nadu,Triplicane,"SRINIVASAN, R.",M,41,GEN,IND,144,,85504,7,0,OTHERS
2006,Tamil Nadu,Triplicane,"SASIKUMAR, S.",M,31,GEN,IND,134,,85504,8,0,OTHERS
2006,Tamil Nadu,Triplicane,"SANTHANAM, M.",M,32,GEN,IND,123,,85504,9,0,OTHERS
2006,Tamil Nadu,Triplicane,"SHANMUGAM, P.",M,44,GEN,IND,106,,85504,10,0,OTHERS
2006,Tamil Nadu,Mylapore,"SHEKHER, S.VE.",M,55,GEN,AIADMK,62794,,147345,1,1,AIADMK
2006,Tamil Nadu,Mylapore,"NAPOLEON, D.",M,42,GEN,DMK,61127,,147345,2,0,DMK
2006,Tamil Nadu,Mylapore,SANTHANAGOPALAN,M,28,GEN,LKPT,9436,,147345,3,0,OTHERS
2006,Tamil Nadu,Mylapore,"RAJAN, V.N.",M,37,GEN,DMDK,7441,,147345,4,0,OTHERS
2006,Tamil Nadu,Mylapore,"CHANDRALEKHA, V.S.",F,58,GEN,JP,2898,,147345,5,0,OTHERS
2006,Tamil Nadu,Mylapore,"NARAYANAN, 'AMERICAI' V.",M,50,GEN,IND,1961,,147345,6,0,OTHERS
2006,Tamil Nadu,Mylapore,"VEERARAGHAVAN,P.",M,33,GEN,IND,671,,147345,7,0,OTHERS
2006,Tamil Nadu,Mylapore,"PREMKUMAR, P.",M,44,GEN,IND,192,,147345,8,0,OTHERS
2006,Tamil Nadu,Mylapore,"ARUL, E.",M,28,GEN,IND,150,,147345,9,0,OTHERS
2006,Tamil Nadu,Mylapore,"SEKAR, C.",M,41,GEN,IND,147,,147345,10,0,OTHERS
2006,Tamil Nadu,Mylapore,"PARTHIBAN, J.",M,35,GEN,IND,132,,147345,11,0,OTHERS
2006,Tamil Nadu,Mylapore,"MOHANRAJ, J.",M,54,GEN,JJ,112,,147345,12,0,OTHERS
2006,Tamil Nadu,Mylapore,DOMINIC,M,51,GEN,IND,87,,147345,13,0,OTHERS
2006,Tamil Nadu,Mylapore,"CHANDRASEKAR,N.",M,30,GEN,IND,72,,147345,14,0,OTHERS
2006,Tamil Nadu,Mylapore,"GOKULNATHAN, B.",M,34,GEN,IND,64,,147345,15,0,OTHERS
2006,Tamil Nadu,Mylapore,"DASAPRAKASH, T.S.",M,42,GEN,RLD,61,,147345,16,0,OTHERS
2006,Tamil Nadu,Saidapet,"SENTHAMIZHAN, G.",M,43,GEN,AIADMK,75973,,164295,1,1,AIADMK
2006,Tamil Nadu,Saidapet,"BASKARAN, C.R.",M,45,GEN,PMK,70068,,164295,2,0,DMK
2006,Tamil Nadu,Saidapet,"VENUGOPAL, R.",M,40,GEN,DMDK,11675,,164295,3,0,OTHERS
2006,Tamil Nadu,Saidapet,"RANGANATHAN, K.",M,59,GEN,BJP,1692,,164295,4,0,OTHERS
2006,Tamil Nadu,Saidapet,"RAVI, P.S.",M,44,GEN,IND,780,,164295,5,0,OTHERS
2006,Tamil Nadu,Saidapet,"NATARAJAN, G.",M,36,GEN,IND,705,,164295,6,0,OTHERS
2006,Tamil Nadu,Saidapet,"KANDASAMY, P.",M,51,GEN,IND,564,,164295,7,0,OTHERS
2006,Tamil Nadu,Saidapet,"MOHAN, M.",M,58,GEN,IND,469,,164295,8,0,OTHERS
2006,Tamil Nadu,Saidapet,"RAMU, A.",M,43,GEN,IND,425,,164295,9,0,OTHERS
2006,Tamil Nadu,Saidapet,"VISWANATHAN, E.",M,46,GEN,AIFB,368,,164295,10,0,OTHERS
2006,Tamil Nadu,Saidapet,"SRIRAM, S.",M,40,GEN,UCPI,266,,164295,11,0,OTHERS
2006,Tamil Nadu,Saidapet,SURESHBABU,M,27,GEN,IND,246,,164295,12,0,OTHERS
2006,Tamil Nadu,Saidapet,"MUNIAPPAN, M.",M,58,GEN,IND,222,,164295,13,0,OTHERS
2006,Tamil Nadu,Saidapet,"JAISHANKAR, M.",M,38,GEN,IND,195,,164295,14,0,OTHERS
2006,Tamil Nadu,Saidapet,"TAMIL SELVAN, M.",M,36,GEN,IND,148,,164295,15,0,OTHERS
2006,Tamil Nadu,Saidapet,"PRAGALATHAN, M.",M,44,GEN,IND,93,,164295,16,0,OTHERS
2006,Tamil Nadu,Saidapet,"ANANTHAKUMAR, G.",M,31,GEN,IND,92,,164295,17,0,OTHERS
2006,Tamil Nadu,Saidapet,"VIJAYAKUMAR, S.",M,52,GEN,IND,87,,164295,18,0,OTHERS
2006,Tamil Nadu,Saidapet,"THIRUVENGADAM, U.",M,43,GEN,IND,80,,164295,19,0,OTHERS
2006,Tamil Nadu,Saidapet,RAJASEKAR,M,38,GEN,IND,78,,164295,20,0,OTHERS
2006,Tamil Nadu,Saidapet,"ANAND, S.",M,33,GEN,IND,69,,164295,21,0,OTHERS
2006,Tamil Nadu,Gummidipundi,VIJAYAKUMAR.K.S,M,35,GEN,AIADMK,63147,,156263,1,1,AIADMK
2006,Tamil Nadu,Gummidipundi,DURAI.JEYAVELU,M,57,GEN,PMK,62918,,156263,2,0,DMK
2006,Tamil Nadu,Gummidipundi,SEKAR C.H,M,27,GEN,DMDK,21738,,156263,3,0,OTHERS
2006,Tamil Nadu,Gummidipundi,SEKAR.R,M,38,GEN,IND,2147,,156263,4,0,OTHERS
2006,Tamil Nadu,Gummidipundi,SEKAR.K,M,36,GEN,SP,1096,,156263,5,0,OTHERS
2006,Tamil Nadu,Gummidipundi,MURUGESAN.T,M,74,GEN,IND,779,,156263,6,0,OTHERS
2006,Tamil Nadu,Gummidipundi,VENKATESAN.P,M,37,GEN,IND,762,,156263,7,0,OTHERS
2006,Tamil Nadu,Gummidipundi,NARASAIAH.L,M,56,GEN,BJP,662,,156263,8,0,OTHERS
2006,Tamil Nadu,Gummidipundi,MOHAMADYUSUF .A,M,40,GEN,NCP,635,,156263,9,0,OTHERS
2006,Tamil Nadu,Gummidipundi,ALEXANDER.A,M,38,GEN,BSP,567,,156263,10,0,OTHERS
2006,Tamil Nadu,Gummidipundi,BATHINNAIAH .V,M,52,GEN,IND,511,,156263,11,0,OTHERS
2006,Tamil Nadu,Gummidipundi,SEKAR.K.C,M,37,GEN,IND,415,,156263,12,0,OTHERS
